-1.000000000000000000e+00 -2.739495031721284946e+00
-9.799999999999999822e-01 -2.550739545455034563e+00
-9.599999999999999645e-01 -2.414866538748575042e+00
-9.399999999999999467e-01 -2.255114819672106030e+00
-9.200000000000000400e-01 -2.125868430883697702e+00
-9.000000000000000222e-01 -2.002936291186769857e+00
-8.800000000000000044e-01 -1.893445581350153173e+00
-8.599999999999999867e-01 -1.778988567729336667e+00
-8.399999999999999689e-01 -1.692531418145772015e+00
-8.200000000000000622e-01 -1.588047456142046121e+00
-8.000000000000000444e-01 -1.508591803941525589e+00
-7.800000000000000266e-01 -1.419631809587377447e+00
-7.600000000000000089e-01 -1.319400494821111991e+00
-7.399999999999999911e-01 -1.280672604901544664e+00
-7.199999999999999734e-01 -1.199196391887928259e+00
-6.999999999999999556e-01 -1.161403980010736969e+00
-6.799999999999999378e-01 -1.106850484617528219e+00
-6.599999999999999201e-01 -1.026073064428413950e+00
-6.400000000000000133e-01 -9.828467547726978948e-01
-6.199999999999999956e-01 -9.266166091590900544e-01
-5.999999999999999778e-01 -8.899092961519765588e-01
-5.800000000000000711e-01 -8.627032428037568756e-01
-5.600000000000000533e-01 -8.376812227331064120e-01
-5.400000000000000355e-01 -7.869928536265932140e-01
-5.200000000000000178e-01 -7.712527481702763366e-01
-5.000000000000000000e-01 -7.343872602900392010e-01
-4.799999999999999822e-01 -7.101567871928703424e-01
-4.599999999999999645e-01 -7.073338571204023095e-01
-4.399999999999999467e-01 -6.719104541747659143e-01
-4.200000000000000400e-01 -6.363499405863214387e-01
-4.000000000000000222e-01 -6.091052137829903179e-01
-3.800000000000000044e-01 -6.088275904739769429e-01
-3.599999999999999867e-01 -5.828250558919070290e-01
-3.399999999999999689e-01 -5.731367423384992055e-01
-3.199999999999999512e-01 -5.374243676316273755e-01
-2.999999999999999334e-01 -5.588432010193171706e-01
-2.800000000000000266e-01 -5.235640782221051559e-01
-2.600000000000000089e-01 -4.962465880804118323e-01
-2.399999999999999911e-01 -5.171015629756287035e-01
-2.199999999999999734e-01 -4.824497898077538816e-01
-1.999999999999999556e-01 -4.866001569431273044e-01
-1.799999999999999378e-01 -4.545067544956222783e-01
-1.600000000000000311e-01 -4.743408376650876668e-01
-1.400000000000000133e-01 -4.553478205025822678e-01
-1.199999999999999956e-01 -4.264642133998504669e-01
-9.999999999999997780e-02 -4.402299020870820145e-01
-7.999999999999996003e-02 -4.315013274517144337e-01
-5.999999999999994227e-02 -4.160134492892242908e-01
-4.000000000000003553e-02 -3.924205312089136255e-01
-2.000000000000001776e-02 -3.869585644925436219e-01
0.000000000000000000e+00 -3.738770019711213366e-01
2.000000000000001776e-02 -3.797067010947994259e-01
4.000000000000003553e-02 -3.376642402412785571e-01
6.000000000000005329e-02 -3.641261812996797742e-01
8.000000000000007105e-02 -3.247619072923428885e-01
1.000000000000000888e-01 -3.143382539482157956e-01
1.200000000000001066e-01 -3.201800173575857777e-01
1.400000000000001243e-01 -3.092246436347814709e-01
1.599999999999999201e-01 -2.894481984768811356e-01
1.799999999999999378e-01 -2.919520106318629349e-01
1.999999999999999556e-01 -2.652064137792275456e-01
2.199999999999999734e-01 -2.505625971329171198e-01
2.399999999999999911e-01 -2.394959034238879070e-01
2.600000000000000089e-01 -2.574277124519652182e-01
2.800000000000000266e-01 -2.434674098594222236e-01
3.000000000000000444e-01 -2.093596897153526537e-01
3.200000000000000622e-01 -2.207588078338977300e-01
3.400000000000000799e-01 -1.852628048101638281e-01
3.600000000000000977e-01 -1.807646603547953257e-01
3.800000000000001155e-01 -1.700523533497426687e-01
4.000000000000001332e-01 -1.556723459626482287e-01
4.199999999999999289e-01 -1.209479845870274628e-01
4.399999999999999467e-01 -1.083589347890595578e-01
4.599999999999999645e-01 -1.248215879116549298e-01
4.799999999999999822e-01 -7.830060484411731359e-02
5.000000000000000000e-01 -6.918139123908445542e-02
5.200000000000000178e-01 -6.266359063786441919e-02
5.400000000000000355e-01 -6.373634822062518301e-02
5.600000000000000533e-01 -3.462438500649345913e-02
5.800000000000000711e-01 -2.860946070070273517e-02
6.000000000000000888e-01 -1.534830598909558454e-02
6.200000000000001066e-01 -3.202626645686421081e-03
6.400000000000001243e-01 1.459812339089961580e-02
6.600000000000001421e-01 6.233550395170420200e-02
6.799999999999999378e-01 5.938280568382549307e-02
6.999999999999999556e-01 7.063299846262284520e-02
7.199999999999999734e-01 8.469151352650387821e-02
7.399999999999999911e-01 1.334167093439196372e-01
7.600000000000000089e-01 1.344635277591171574e-01
7.800000000000000266e-01 1.552820303749700426e-01
8.000000000000000444e-01 1.796911612992439788e-01
8.200000000000000622e-01 1.796239286063472107e-01
8.400000000000000799e-01 2.136507685113497867e-01
8.600000000000000977e-01 1.991406888459051339e-01
8.800000000000001155e-01 2.348807060477461905e-01
9.000000000000001332e-01 2.501707122965533547e-01
9.199999999999999289e-01 2.591128945458684996e-01
9.399999999999999467e-01 2.840494810747328236e-01
9.599999999999999645e-01 2.568891612000037128e-01
9.799999999999999822e-01 2.854175005679791544e-01
1.000000000000000000e+00 2.767640833904689290e-01
